"book_id","book_title","nb_of_pages","book_description","settings","isbn","isbn13","original_title","review_count","one_star_rating","two_star_rating","three_star_rating","four_star_rating","five_star_rating"
"78415","The Cumbersome Collection","","Enjoy Lemony Snicket's hilariously gloomy series from the beginning! Full of all the unpleasantness children and adults have come to love,   includes the first 11 books of the wildly popular A Series of Unfortunate Events. As always, be forewarned that there is nothing to be found in this series but "misery, despair, and discomfort." Read at your ow Enjoy Lemony Snicket's hilariously gloomy series from the beginning! Full of all the unpleasantness children and adults have come to love,   includes the first 11 books of the wildly popular A Series of Unfortunate Events. As always, be forewarned that there is nothing to be found in this series but "misery, despair, and discomfort." Read at your own risk.","","60784660","9780060784669","The Cumbersome Collection (A Series of Unfortunate Events, Books 1-11) [SHRINK WRAPPED]","73","23","41","261","609","1049"
"15698416","Crown of the Realm","259","In this first volume of the All Things Impossible series, an ancient evil has returned. An ancient war has resumed. And for the first time in elven history, the Crown of the Realm has been stolen. But young Derora Saxen knows nothing of such things. When she sets out from her village with her best friend Kelin, she knows only that she wants to be a warrior. She does not know In this first volume of the All Things Impossible series, an ancient evil has returned. An ancient war has resumed. And for the first time in elven history, the Crown of the Realm has been stolen. But young Derora Saxen knows nothing of such things. When she sets out from her village with her best friend Kelin, she knows only that she wants to be a warrior. She does not know the immortal chemmen have escaped the realm of darkness to which they had been banished for millennia. She does not know chemmen armies are already exacting revenge on their hated enemies, the elves, or that chemmen assassins have already killed the elven king and queen.  And she does not know that by helping a stranger, she will be drawn into a struggle that began long before she was born, and take the first steps on her path to destiny. In the fires of an ancient war, a new hero will be forged…","","","","Crown of the Realm","16","1","3","9","22","62"
"28446169","Kázání ohně","384","She dreamed the most dangerous dream - a dream of equality Four hundred years after the nuclear explosion, civilization and nature on Earth have significantly transformed into a new, primitive world. Although the Earth is no longer threatened by the all-consuming nuclear fire and radioactive radiation has ceased to have an effect, for unknown reasons people begin to be born only as twins. The first of the pair - Alpha is always in excellent physical condition, dr She dreamed the most dangerous dream - a dream of equality Four hundred years after the nuclear explosion, civilization and nature on Earth have significantly transformed into a new, primitive world. Although the Earth is no longer threatened by the all-consuming nuclear fire and radioactive radiation has ceased to have an effect, for unknown reasons people begin to be born only as twins. The first of the pair - Alpha is always in excellent physical condition, but the second - Omega is always born with a deformity. Although Alphas and Omegas have unequal status, which causes constant conflicts and fights, both genes are unconditionally connected by stigma - a cruel reality that cannot be escaped. If one of the pair dies, the other dies too. Cass is a rare type of Omega - she is gifted with clairvoyance. Her brother Zach, in turn, has great power in the Alpha Council. Cass dares to dream the most dangerous of dreams - a dream of equality between both groups. And because of this, she finds herself in the crosshairs of both her brother, the entire Council, and the Omega resistance movement.","","","","The Fire Sermon","1151","122","595","2056","2478","1153"
"588200","Newspaper Days, 1899-1906 : Volume 2 of Mencken's Autobiography","336","In the second volume of his autobiography, Mencken recalls his early years as a reporter. On January 16, 1899, H.L. Mencken applied for a job with the Baltimore Morning Herald, much to the editor's amusement. But Mencken persisted, and came back to the offices night after night until finally, in February, the editor sent him out into a blizzard to see if anything worth pri In the second volume of his autobiography, Mencken recalls his early years as a reporter. On January 16, 1899, H.L. Mencken applied for a job with the Baltimore Morning Herald, much to the editor's amusement. But Mencken persisted, and came back to the offices night after night until finally, in February, the editor sent him out into a blizzard to see if anything worth printing was happening on the snow-covered streets. Soon, Mencken was assigned to the police beat, and then to city hall, where the really big crooks worked.Mencken learned his craft so well that by 1901 he became the Herald 's Sunday editor, and by 1906 was hired as an editor of the Baltimore Sun, where he quickly attracted a national following. Sustained by a steady diet of crabs, cigars, whiskey, and beer, he haunted Baltimore's jails and courtrooms, its churches, theaters, and saloons, and chased fire wagons, interviewed cops and coroners, battled politicians and crusaders, and raced back to the newsroom to beat his deadline by a second or two.","","801853400","9780801853401","Newspaper Days: Mencken's Autobiography: 1899-1906 (Maryland Paperback Bookshelf)","14","1","2","14","48","50"
"28268873","Kage Unleashed","274","My name is Jamie Atwood, and I am an idiot. Against all odds, I got the attention of Michael Kage, the hottest MMA fighter on the planet. To say he rocked my world would be an understatement. He transformed me completely, made me depend on him, and made me love him. And the sex? Let me put it this way My name is Jamie Atwood, and I am an idiot. Against all odds, I got the attention of Michael Kage, the hottest MMA fighter on the planet. To say he rocked my world would be an understatement. He transformed me completely, made me depend on him, and made me love him. And the sex? Let me put it this way: I'd never been with a guy before I met Kage, but I'd gladly spend the rest of my life on my knees for him. He is my obsession and my addiction. But I did something stupid, and now I'm paying for it. I don't know if I'll ever see Kage again. Being Michael Kage was never easy. Too many demons, too much anger, and not enough to live for. And then I met Jamie Atwood. He's got this innocence about him that speaks to something deep down inside me- in a place that's never been touched by anyone. He's beautiful, smart, and courageous, and he hasn't been tainted by the darkness that's ruled my life. I wanted him from the first second I laid eyes on him. It's selfish, I know. Because you can't bring an innocent thing into the darkness and not expect something to rub off.","","","","Kage Unleashed","402","40","167","544","1282","1593"
"23309637","Three More Words","320","In the sequel to the New York Times bestselling memoir Three Little Words, Ashley Rhodes-Courter expands on life beyond the foster care system, the joys and heartbreak with a family she's created, and her efforts to make peace with her past. Ashley Rhodes-Courter spent a harrowing nine years of her life in fourteen different foster homes. Her memoir, Three Little Words, cap In the sequel to the New York Times bestselling memoir Three Little Words, Ashley Rhodes-Courter expands on life beyond the foster care system, the joys and heartbreak with a family she's created, and her efforts to make peace with her past. Ashley Rhodes-Courter spent a harrowing nine years of her life in fourteen different foster homes. Her memoir, Three Little Words, captivated audiences everywhere and went on to become a New York Times bestseller. Now Ashley reveals the nuances of life after foster care: College and its assorted hijinks, including meeting "the one." Marriage, which began with a beautiful wedding on a boat that was almost hijacked (literally) by some biological family members. Having kids—from fostering children and the heartbreak of watching them return to destructive environments, to the miraculous joy of blending biological and adopted offspring. Whether she's overcoming self-image issues, responding to calls for her to run for Senate, or dealing with continuing drama from her biological family, Ashley Rhodes-Courter never fails to impress or inspire with her authentic voice and uplifting message.","","1481415573","9781481415576","","110","2","15","80","286","465"
"1254511","Programming Perl","482","This is the authoritative guide to the hottest new UNIX utility in years, coauthored by its creator, Larry Wall. Perl is a language for easily manipulating text, files, and processes. Perl provides a more concise and readable way to do many jobs that were formerly accomplished (with difficulty) by programming in the C language or one of the shells. Even though Perl is not  This is the authoritative guide to the hottest new UNIX utility in years, coauthored by its creator, Larry Wall. Perl is a language for easily manipulating text, files, and processes. Perl provides a more concise and readable way to do many jobs that were formerly accomplished (with difficulty) by programming in the C language or one of the shells. Even though Perl is not yet a standard part of UNIX, it is likely to be available wherever you choose to work. And if it isn't, you can get it and install it easily and free of charge. Contents include: An introduction to Perl Common tasks with Perl Real Perl programs; includes database manipulation, programming aids, system administration, text and filename manipulation, interprocess communication, and more Perl syntax Perl functions Other oddments; invocation options, debugging, efficiency, the Perl library, linking in C subroutines, etc. Also includes a pull-out quick-reference card (designed and created by Johan Vromans).","","937175641","9780937175644","Programming Perl","55","38","97","449","791","858"
"7244114","Sarah Moon 12345.","449","Sarah Moon is a contemporary photographer of international renown. A former model, she has taken award-winning photos for such magazines as Vogue, Harper's Bazaar and Nova. The images she has created for several brands, among them Chanel, Comme des Garçons and Cacharel, all share her poetic sense of place and personality. This publication is a personal memoir in pictures, e Sarah Moon is a contemporary photographer of international renown. A former model, she has taken award-winning photos for such magazines as Vogue, Harper's Bazaar and Nova. The images she has created for several brands, among them Chanel, Comme des Garçons and Cacharel, all share her poetic sense of place and personality. This publication is a personal memoir in pictures, evoking her life, friends and fantasies. Distinguished writers – Dominique Eddé, Ilona Suschitsky, Magali Jauffret, Alain Fleischer and Robert Delpire – provide commentaries on her work in still and cinema photography, drawing out her thoughts on colour, contemporaries, influences and, in her own words, her unique approach to her subject. This is an unparalleled celebration of the vision of a gifted and individual photographer. This is a visual tour-de-force covering all the genres that Sarah Moon has explored throughout her career. Includes an example of Moon's cinematic work on a DVD","","050028783X","9780500287835","","0","0","1","0","1","9"
"18618842","The Camelot Code","499","What if King Arthur was more than a myth? On a starlit summer's night in the Welsh mountains, an old man is torn from sleep as an ancient prophecy unfolds. On the other side of the Atlantic, an American antiques dealer lies dying on the floor of his shop, blood ebbing from a fatal stab wound.In San Francisco, Mitzi Fallon begins her new job as lead investigator for the FBI's What if King Arthur was more than a myth? On a starlit summer's night in the Welsh mountains, an old man is torn from sleep as an ancient prophecy unfolds. On the other side of the Atlantic, an American antiques dealer lies dying on the floor of his shop, blood ebbing from a fatal stab wound.In San Francisco, Mitzi Fallon begins her new job as lead investigator for the FBI's Historical, Religious and Unsolved Crimes Unit. When it emerges that a priceless Celtic relic has been stolen from the murdered antiques dealer, Mitzi finds herself drawn into a mystery that reaches from the heart of the modern US government back to a man once dismissed as myth: King Arthur.","","751550914","9780751550917","","41","19","42","129","123","96"
"12433076","História Da Vida Privada: Da Revolução Francesa À Primeira Guerra","624","A broad overview of the 19th century - the era par excellence of conceptions about the private sphere that still guide social life in Western countries today - makes up the central core of this volume. The organizer, Michelle Perrot, from the University of Paris VII, counted on the collaboration of experts on the period, such as Lynn Hunt, Catherine Hall, Anne Martin-Fugier and Alain Corb A broad panorama of the 19th century - the era par excellence of conceptions about private sphere that still guides social life in Western countries today - makes up the central core of this volume. The organizer, Michelle Perrot, from the University of Paris VII, counted on the collaboration of experts on the period, such as Lynn Hunt, Catherine Hall, Anne Martin-Fugier and Alain Corbin, to address the accelerated advance of industrialization, the mobilization of workers, the redefinition of the social roles of women and children, and other profound transformations triggered by the French Revolution. The analyzes extend to the First World War, an event that marked the precipitation, blockage and deviation of modernity of which we are direct heirs. Bibliography and index complete the volume.","","","","De la Révolution à la Grande Guerre","9","3","5","29","79","52"
"890965","Long Way Home","149","Twelve year-old George has been moving from one foster home to another for as long as he can remember. This summer he is being sent to Dyer's farm, and he is sure that he won't like it there.","","1405226692","9781405226691","Long Way Home","61","18","79","250","328","271"
"33839294","A Perilous Undertaking","12","Veronica Speedwell returns in a brand new adventure from Deanna Raybourn, the   bestselling author of the Lady Julia Grey mysteries...   . . Victorian adventuress and butterfly hunter Veronica Speedwell receives an invitation to visit the Curiosity Club, a ladies-only establishment for daring and intrepid women. There she meets the mysterious Lady S Veronica Speedwell returns in a brand new adventure from Deanna Raybourn, the   bestselling author of the Lady Julia Grey mysteries...   . . Victorian adventuress and butterfly hunter Veronica Speedwell receives an invitation to visit the Curiosity Club, a ladies-only establishment for daring and intrepid women. There she meets the mysterious Lady Sundridge, who begs her to take on an impossible task saving society art patron Miles Ramsforth from execution. Accused of the brutal murder of his artist mistress Artemisia, Ramsforth will face the hangman's noose in a week s time if Veronica cannot find the real killer.  But Lady Sundridge is not all that she seems and unmasking her true identity is only the first of the many secrets Veronica must uncover. Together with her natural historian colleague Stoker, Veronica races against time to find the true murderer a ruthless villain who not only took Artemisia s life in cold blood but is happy to see Ramsforth hang for the crime.  From a Bohemian artists colony to a royal palace to a subterranean grotto with a decadent history, the investigation proves to be a very perilous undertaking indeed....","London, England","","","A Perilous Undertaking","1457","45","219","1927","5829","4023"
"14913","The Complete Novels of Jane Austen, Vol 1: Sense & Sensibility/Pride & Prejudice/Mansfield Park","898","The first volume in the Complete Novels of Jane Austen, this volume contains the classics Sense and Sensibility, Pride and Prejudice, and Mansfield Park.","","679600264","9780679600268","","23","7","3","14","60","178"
"35900943","Crank","","This is one mistake Sienna Landry can't buy her way out of.  As Walker Gibson looks at her, then at the damage to his precious truck (that she may or may not have accidentally inflicted), she knows she's in trouble. It's not the busted headlight and dented grill that's sunk her though. It's the downright sinful man in front of her that's the problem.  The small town mechanic This is one mistake Sienna Landry can't buy her way out of.  As Walker Gibson looks at her, then at the damage to his precious truck (that she may or may not have accidentally inflicted), she knows she's in trouble. It's not the busted headlight and dented grill that's sunk her though. It's the downright sinful man in front of her that's the problem.  The small town mechanic is broody. Rough. Smells like engine grease and gasoline and Sienna isn't sure why that's so sexy, but it is. It so is. She's ready to peel off her panties at the drop of his wrench.  He wants her too. She can feel it when he brushes against her. Experience it as he presses her against the wall of the shop. It's thinly veiled in his deep, brown eyes when he looks at her like she's everything he's ever wanted. So why won't he give in?  The damage to Walker's truck is the first of many mistakes between the two of them, ending with truths that rock Sienna's world. Nothing can fix her broken heart except the love of a man that won't, maybe even can't, love her back.  Crank is a standalone romance in a new small town, blue-collar series from USA Today bestselling author Adriana Locke. Join readers everywhere as they fall in love with the delicious Gibson Boys.","","","","","974","129","294","1474","3612","4183"
"24941579","Mahalleden Arkadaşlar","222","The 90s when there were no tablets or smart phones… Perhaps the last years when children were "children" and played "like children"… The humorous story of Selçuk, who did a thousand somersaults to get the attention of İsmet, the "neighborhood leader" whom he idolizes in a small neighborhood in Küçükçekmece, and furthermore, to his gang, and how he formed a gang with his two friends and turned the neighborhood upside down for this cause… The humorous story of Selçuk Aydemir, the screenwriter of such unforgettable movies and TV series as Kardeş Payı, Düğün Dernek, İşler Güçler, and Çalgı Çengi, tells the unbelievable ways a 9-year-old child finds to earn money, and the The stakes, disappointments, ambition to succeed and the tragicomic memories he lived for the sake of this ambition are again from a 9-year-old. Friends from the Neighborhood promises a short time travel to the neighborhood life of the 90s with its grocery store, mosque, dusty streets, abandoned houses, sweet rivalries, true brothers, nagging women, wild children, Amigas, colorful chicks, cinemas with trailers, and astroturf matches. It is free to say "Oh, those were the days...", "Look, I remember that too," or "Oh, we did that too!" An entertaining, exciting, fast-paced book from Selçuk Aydemir... (From the Promotion Bulletin)","","975103535X","9789751035356","","109","13","63","220","464","548"
"1466363","Squashed","192","Sixteen-year-old Ellie wishes that her potentially prize-winning pumpkin would gain 200 more pounds in time for the Rock River Pumpkin Weigh-In. And she wishes that she could lose 20 or so pounds herself so that she could work up the courage to make friends with Wes--the cute new guy at school. She's well on her way to winning big on all counts--until frost and pumpkin thi Sixteen-year-old Ellie wishes that her potentially prize-winning pumpkin would gain 200 more pounds in time for the Rock River Pumpkin Weigh-In. And she wishes that she could lose 20 or so pounds herself so that she could work up the courage to make friends with Wes--the cute new guy at school. She's well on her way to winning big on all counts--until frost and pumpkin thieves attack!","Iowa(United States)","698119177","9780698119178","Squashed","285","38","139","615","860","561"
"36839899","Three Trials","210","So, I've checked off some life goals and added a few new ones to my list.    Goal #5: Get out of hell's belly without letting my ungrateful charges die.    Goal #6: Get a new name that's more badass.    Goal #7: Stop wasting my breath on lectures and start annoying the quad hell squad every time they annoy me. Fight fire with fire. Ha! Another hell pun.    Goal 8: Find out who the So, I've checked off some life goals and added a few new ones to my list.    Goal #5: Get out of hell's belly without letting my ungrateful charges die.    Goal #6: Get a new name that's more badass.    Goal #7: Stop wasting my breath on lectures and start annoying the quad hell squad every time they annoy me. Fight fire with fire. Ha! Another hell pun.    Goal 8: Find out who the hell killed me.    I'll add more. I don't want to overwhelm myself before I even finish checking off my old goals. But seriously, I really do need a more badass name, considering how much I have to keep saving my damsels in distress.    I probably shouldn't call them damsels, since they're a little murderous and all.    Maybe I should add seeing a hell-certified psychologist to my list of goals.      **Sexual situations/content  **Reverse Harem  **Dark humor galore  **Language warning","","","","","817","66","230","1344","3565","6477"
"24448250","Ella and Micha: Infinitely and Always","140","**A Secret Series Novella** After five years of marriage, Ella couldn't be happier. Her job is great. Her marriage is amazing. But when she receives some surprising news, her world is turned upside down. Micha loves being a musician, but being on the road, and away from Ella, is difficult. When the industry begins to put pressure on him to change his image, he makes a choi **A Secret Series Novella** After five years of marriage, Ella couldn't be happier. Her job is great. Her marriage is amazing. But when she receives some surprising news, her world is turned upside down. Micha loves being a musician, but being on the road, and away from Ella, is difficult. When the industry begins to put pressure on him to change his image, he makes a choice; one he fears is going to drastically change Ella's and his future forever. That is until he learns Ella has a secret, one that makes his career choice seem hugely insignificant.","","1499583427","9781499583427","Ella and Micha: Infinitely and Always","177","25","98","551","1239","1386"
"300041","Trial by Fire: The Hundred Years War, Volume 2","655","In the second volume of his celebrated history of the Hundred Years War, Jonathan Sumption examines the middle years of the fourteenth century and the succession of crises that threatened French affairs of state, including defeat at Poitiers and the capture of the king.","","571207375","9780571207374","","12","0","0","14","74","115"
"9806704","In the Midst of Life","427","Jennifer Worth documents her experiences as a nurse and ward sister, treating patients who were nearing the end of their lives. Interspersed with these stories from Jennifer's post-midwife career are the histories of her patients, from the family divided by a decision nobody could bear to make, to the mother who comes to her son's adopted country and joins his family witho Jennifer Worth documents her experiences as a nurse and ward sister, treating patients who were nearing the end of their lives. Interspersed with these stories from Jennifer's post-midwife career are the histories of her patients, from the family divided by a decision nobody could bear to make, to the mother who comes to her son's adopted country and joins his family without being able to speak a word of English.","","297859587","9780297859581","In The Midst Of Life","266","19","108","429","804","947"
"1504572","A Man with No Talents: Memoirs of a Tokyo Day Laborer","139","San'ya, Tokyo's largest day-laborer quarter and the only one with lodgings, had been Oyama Shiro's home for twelve years when he took up his pen and began writing about his life as a resident of Tokyo's most notorious neighborhood. After completing a university education, Oyama entered the business workforce and appeared destined to walk the same path as many a "salaryman. San'ya, Tokyo's largest day-laborer quarter and the only one with lodgings, had been Oyama Shiro's home for twelve years when he took up his pen and began writing about his life as a resident of Tokyo's most notorious neighborhood. After completing a university education, Oyama entered the business workforce and appeared destined to walk the same path as many a "salaryman." A singular temperament and a deep loathing of conformity, however, altered his career trajectory dramatically. Oyama left his job and moved to Osaka, where he lived for three years. Later he returned to the corporate world but fell out of it again, this time for good. After spending a short time on the streets around Shinjuku, home to Tokyo's bustling entertainment district, he moved to San'ya in 1987, at the age of forty. Oyama acknowledges his eccentricity and his inability to adapt to corporate life. Spectacularly unsuccessful as a salaryman yet uncomfortable in his new surroundings, he portrays himself as an outsider both from mainstream society and from his adopted home. It is precisely this outsider stance, however, at once dispassionate yet deeply engaged, that caught the eye of Japanese readers. The book was published in Japan in 2000 after Oyama had submitted his manuscript on a lark, he confesses for one of Japan's top literary awards, the Kaiko Takeshi Prize. Although he was astounded actually to win the award, Oyama remained in character and elected to preserve the anonymity that has freed him from all social bonds and obligations. The Cornell edition contains a new afterword by Oyama regarding his career since his inadvertent brush with fame."","","080144375X","9780801443756","A Man with No Talents: Memoirs of a Tokyo Day Laborer","13","0","5","28","43","30"
"23008726","Map to the Stars","241","Author Jen Malone draws on her real-life experiences as a movie studio publicist to bring you an insider peek at love, Hollywood-style.  The California dream was supposed to give seventeen-year-old Annie Shelton a fresh start far removed from her dad's unusual betrayal. But when things don't go according to plan in La La Land, Annie's mom snags a last-minute gig as makeup a Author Jen Malone draws on her real-life experiences as a movie studio publicist to bring you an insider peek at love, Hollywood-style.  The California dream was supposed to give seventeen-year-old Annie Shelton a fresh start far removed from her dad's unusual betrayal. But when things don't go according to plan in La La Land, Annie's mom snags a last-minute gig as makeup artist to a teen movie idol and finagles a spot for her daughter on his European promotional tour. Down-to-earth Annie would rather fangirl architectural sights than an arrogant A-lister. That is, until behind-the-scenes Graham Cabot turns out to be more sweetly vulnerable than she could have imagined.  Too bad falling for a poster boy isn't all red carpets and star treatment, especially when you factor in obnoxious fans, an overprotective assistant, a stage mom/manager, and a beefy bodyguard. But it isn't until the paparazzi make an appearance that things get really sticky…","","","","","200","43","112","402","456","318"
"26800718","The Someday Birds","336","Charlie wishes his life could be as predictable and simple as chicken nuggets. And it usually is. He has his clean room, his carefully organized bird books and art supplies, his favorite foods, and comfortable routines. But life has been unraveling since his war journalist father was injured in Afghanistan. And when Dad gets sent across country for medical treatment, Charlie Charlie wishes his life could be as predictable and simple as chicken nuggets. And it usually is. He has his clean room, his carefully organized bird books and art supplies, his favorite foods, and comfortable routines. But life has been unraveling since his war journalist father was injured in Afghanistan. And when Dad gets sent across country for medical treatment, Charlie must reluctantly travel to meet him. With his boy-crazy sister, unruly twin brothers, and a mysterious new family friend at the wheel, the journey looks anything but smooth. So Charlie decides to try and spot all the birds that he and his dad had been hoping to see together in the wild. If he can complete the Someday Birds list for Dad, then maybe, just maybe, things will turn out okay... Equal parts madcap road trip, coming-of-age story for an unusual boy, and portrait of a family overcoming a crisis.","","","","The Someday Birds","389","9","40","245","737","856"
"630684","King Midas and the Golden Touch","32","So begins this imaginative and breathtaking retelling of the myth of the man with the golden touch. When a mysterious stranger offers to reward Midas for a kindness, the king does not hesitate: He wishes that all he touches would turn to gold. To his delight, his wish is  So begins this imaginative and breathtaking retelling of the myth of the man with the golden touch. When a mysterious stranger offers to reward Midas for a kindness, the king does not hesitate: He wishes that all he touches would turn to gold. To his delight, his wish is granted and he soon sets about transforming his ordinary palace into a place of golden beauty. But to his dismay, when he accidentally turns his beloved daughter into a golden statue, Midas learns that what at first seems a blessing can also become a curse.","","006054063X","9780060540630","King Midas and the Golden Touch","91","23","84","523","759","1358"
"8195692","Stumptown, Vol. 1: The Case of the Girl Who Took Her Shampoo","160","Dex is the proprietor of Stumptown Investigations, and a fairly talented P.I. Unfortunately, she's less adept at throwing dice than solving cases. Her recent streak has left her beyond broke - she's into the Confederated Tribes of the Wind Coast for 18 large. But maybe Dex's luck is about to change. Sue-Lynne, head of the Wind Coast's casino operation, will clear Dex' debt Dex is the proprietor of Stumptown Investigations, and a fairly talented P.I. Unfortunately, she's less adept at throwing dice than solving cases. Her recent streak has left her beyond broke - she's into the Confederated Tribes of the Wind Coast for 18 large. But maybe Dex's luck is about to change. Sue-Lynne, head of the Wind Coast's casino operation, will clear Dex' debt if she can locate Sue-Lynne's missing granddaughter. But is this job Dex's way out of the hole or a shove down one much much deeper?","Portland, Oregon(United States)","1934964379","9781934964378","","365","24","135","851","1614","947"
"794095","Please, Please, Please","170","CJ Hurley must juggle the demands of becoming a professional ballet dancer, pleasing her mother, and having fun with her friends.","","439087627","9780439087629","Please, Please, Please (The Friendship Ring, 2)","9","14","32","84","66","55"
"29102807","The Stone Heart","240","Kaidu and Rat have only just recovered from the assassination attempt on the General of All Blades when more chaos breaks loose in the Nameless City: deep conflicts within the Dao nation are making it impossible to find a political solution for the disputed territory of the City itself. To complicate things further, Kaidu is fairly certain he's stumbled on a formula for the Kaidu and Rat have only just recovered from the assassination attempt on the General of All Blades when more chaos breaks loose in the Nameless City: deep conflicts within the Dao nation are making it impossible to find a political solution for the disputed territory of the City itself. To complicate things further, Kaidu is fairly certain he's stumbled on a formula for the lost weapon of the mysterious founders of the City. . . . But sharing it with the Dao military would be a complete betrayal of his friendship with Rat. Can Kai find the right solution before the Dao find themselves at war?","","1626721599","9781626721593","","387","56","64","388","1182","1231"
